id: KIIP_economy_1 (0), answer: C, pred: B, response: B
id: TK_2016_13 (1), answer: B, pred: B, response: B
id: TK_2016_13 (2), answer: B, pred: B, response: B
id: TK_2016_14 (0), answer: C, pred: C, response: C
id: TK_2016_14 (1), answer: C, pred: C, response: C
id: TK_2016_14 (2), answer: C, pred: C, response: C
id: TK_2016_15 (0), answer: B, pred: B, response: B: 표현력을 높이는 데에
id: TK_2016_15 (1), answer: B, pred: B, response: B: 표현력을 높이는 데에
id: TK_2016_15 (2), answer: B, pred: B, response: B: 표현력을 높이는 데에
id: TK_2016_16 (0), answer: C, pred: C, response: C
id: TK_2016_16 (1), answer: C, pred: C, response: C
id: TK_2016_16 (2), answer: C, pred: C, response: C
id: TK_2016_17 (0), answer: D, pred: D, response: D: 문제를 새로운 아이디어로 해결했기
id: TK_2016_17 (1), answer: D, pred: D, response: D: 문제를 새로운 아이디어로 해결했기
id: TK_2016_17 (2), answer: D, pred: D, response: D: 문제를 새로운 아이디어로 해결했기
id: TK_2016_18 (0), answer: B, pred: B, response: B: 물론
id: TK_2016_18 (1), answer: B, pred: B, response: B: 물론
id: TK_2016_18 (2), answer: B, pred: B, response: B: 물론
id: TK_2016_19 (0), answer: D, pred: D, response: D
id: TK_2016_19 (1), answer: D, pred: D, response: D
id: TK_2016_19 (2), answer: D, pred: D, response: D
id: TK_2016_20 (0), answer: A, pred: A, response: A: 담을 쌓고
id: TK_2016_20 (1), answer: A, pred: A, response: A: 담을 쌓고
id: TK_2016_20 (2), answer: A, pred: A, response: A: 담을 쌓고
id: TK_2016_21 (0), answer: B, pred: B, response: B
id: TK_2016_21 (1), answer: B, pred: B, response: B
id: TK_2016_21 (2), answer: B, pred: B, response: B
id: TK_2016_22 (0), answer: D, pred: D, response: D: 당황스럽다
id: TK_2016_22 (1), answer: D, pred: D, response: D: 당황스럽다
id: TK_2016_22 (2), answer: D, pred: D, response: D: 당황스럽다
id: TK_2016_23 (0), answer: C, pred: C, response: C
id: TK_2016_23 (1), answer: C, pred: C, response: C: 나는 늦은 나이였지만 용기를 내어 일을 시작했다.
id: TK_2016_23 (2), answer: C, pred: C, response: C
id: TK_2016_24 (0), answer: D, pred: D, response: D
id: TK_2016_24 (1), answer: D, pred: D, response: D
id: TK_2016_24 (2), answer: D, pred: D, response: D
id: TK_2016_25 (0), answer: A, pred: A, response: A
id: TK_2016_25 (1), answer: A, pred: A, response: A
id: TK_2016_25 (2), answer: A, pred: A, response: A
id: TK_2016_26 (0), answer: D, pred: D, response: D
id: TK_2016_26 (1), answer: D, pred: D, response: D
id: TK_2016_26 (2), answer: D, pred: D, response: D
id: TK_2016_27 (0), answer: C, pred: C, response: C
id: TK_2016_27 (1), answer: C, pred: C, response: C: 아이의 성향에 맞게
id: TK_2016_27 (2), answer: C, pred: C, response: C: 아이의 성향에 맞게
id: TK_2016_28 (0), answer: A, pred: A, response: A
id: TK_2016_28 (1), answer: A, pred: A, response: A
id: TK_2016_28 (2), answer: A, pred: A, response: A
id: TK_2016_29 (0), answer: B, pred: B, response: B
id: TK_2016_29 (1), answer: B, pred: B, response: B
id: TK_2016_29 (2), answer: B, pred: B, response: B
id: TK_2016_30 (0), answer: A, pred: A, response: A
id: TK_2016_30 (1), answer: A, pred: A, response: A: 가치가 사라지는
id: TK_2016_30 (2), answer: A, pred: A, response: A: 가치가 사라지는
id: TK_2016_31 (0), answer: D, pred: D, response: D
id: TK_2016_31 (1), answer: D, pred: D, response: D
id: TK_2016_31 (2), answer: D, pred: D, response: D
id: TK_2016_32 (0), answer: D, pred: D, response: D
id: TK_2016_32 (1), answer: D, pred: D, response: D
id: TK_2016_32 (2), answer: D, pred: D, response: D
id: TK_2016_33 (0), answer: C, pred: C, response: C
id: TK_2016_33 (1), answer: C, pred: C, response: C
id: TK_2016_33 (2), answer: C, pred: C, response: C
id: TK_2016_34 (0), answer: A, pred: A, response: A
id: TK_2016_34 (1), answer: A, pred: A, response: A
id: TK_2016_34 (2), answer: A, pred: A, response: A
id: TK_2016_35 (0), answer: D, pred: D, response: D
id: TK_2016_35 (1), answer: D, pred: D, response: D
id: TK_2016_35 (2), answer: D, pred: D, response: D
id: TK_2016_36 (0), answer: C, pred: C, response: C
id: TK_2016_36 (1), answer: C, pred: C, response: C
id: TK_2016_36 (2), answer: C, pred: C, response: C
id: TK_2016_37 (0), answer: B, pred: B, response: B
id: TK_2016_37 (1), answer: B, pred: B, response: B
id: TK_2016_37 (2), answer: B, pred: B, response: B
id: TK_2016_38 (0), answer: B, pred: B, response: B
id: TK_2016_38 (1), answer: B, pred: C, response: C: ㉢
id: TK_2016_38 (2), answer: B, pred: B, response: B: ㉡
id: TK_2016_39 (0), answer: B, pred: B, response: B: ㉡
id: TK_2016_39 (1), answer: B, pred: B, response: B: ㉡
id: TK_2016_39 (2), answer: B, pred: B, response: B
id: TK_2016_40 (0), answer: B, pred: B, response: B: ㉡
id: TK_2016_40 (1), answer: B, pred: B, response: B: ㉡
id: TK_2016_40 (2), answer: B, pred: B, response: B: ㉡
id: TK_2016_41 (0), answer: A, pred: A, response: A: 서운하다
id: TK_2016_41 (1), answer: A, pred: A, response: A: 서운하다
id: TK_2016_41 (2), answer: A, pred: A, response: A: 서운하다
id: TK_2016_42 (0), answer: B, pred: B, response: B
id: TK_2016_42 (1), answer: B, pred: B, response: B
id: TK_2016_42 (2), answer: B, pred: B, response: B
id: TK_2016_43 (0), answer: A, pred: C, response: C
id: TK_2016_43 (1), answer: A, pred: C, response: C
id: TK_2016_43 (2), answer: A, pred: C, response: C: 추상 활동의 단계는 추상화의 창작 과정에 잘 나타난다.
id: TK_2016_44 (0), answer: C, pred: C, response: C: 형태적 단순화를 통해
id: TK_2016_44 (1), answer: C, pred: C, response: C: 형태적 단순화를 통해
id: TK_2016_44 (2), answer: C, pred: C, response: C: 형태적 단순화를 통해
id: TK_2016_45 (0), answer: C, pred: D, response: D
id: TK_2016_45 (1), answer: C, pred: C, response: C: ㉢
id: TK_2016_45 (2), answer: C, pred: D, response: D: ㉣
id: TK_2016_46 (0), answer: B, pred: D, response: D
id: TK_2016_46 (1), answer: B, pred: D, response: D
id: TK_2016_46 (2), answer: B, pred: D, response: D
id: TK_2016_47 (0), answer: D, pred: D, response: D: 여건에 맞는 경제 환경 조성의 중요성을 제기하려고
id: TK_2016_47 (1), answer: D, pred: D, response: D: 여건에 맞는 경제 환경 조성의 중요성을 제기하려고
id: TK_2016_47 (2), answer: D, pred: D, response: D: 여건에 맞는 경제 환경 조성의 중요성을 제기하려고
id: TK_2016_48 (0), answer: D, pred: D, response: D: 창의성이 발휘될 수 있는
id: TK_2016_48 (1), answer: D, pred: D, response: D: 창의성이 발휘될 수 있는
id: TK_2016_48 (2), answer: D, pred: D, response: D: 창의성이 발휘될 수 있는
id: TK_2016_49 (0), answer: A, pred: A, response: A
id: TK_2016_49 (1), answer: A, pred: A, response: A
id: TK_2016_49 (2), answer: A, pred: A, response: A
id: TK_2017_5 (0), answer: B, pred: B, response: B
id: TK_2017_5 (1), answer: B, pred: B, response: B
id: TK_2017_5 (2), answer: B, pred: B, response: B
id: TK_2017_6 (0), answer: B, pred: B, response: B
id: TK_2017_6 (1), answer: B, pred: B, response: B
id: TK_2017_6 (2), answer: B, pred: B, response: B
id: TK_2017_7 (0), answer: A, pred: A, response: A
id: TK_2017_7 (1), answer: A, pred: A, response: A
id: TK_2017_7 (2), answer: A, pred: A, response: A
id: TK_2017_8 (0), answer: B, pred: B, response: B
id: TK_2017_8 (1), answer: B, pred: B, response: B
id: TK_2017_8 (2), answer: B, pred: B, response: B
id: TK_2017_9 (0), answer: A, pred: A, response: A
id: TK_2017_9 (1), answer: A, pred: A, response: A
id: TK_2017_9 (2), answer: A, pred: A, response: A
id: TK_2017_10 (0), answer: A, pred: A, response: A
id: TK_2017_10 (1), answer: A, pred: A, response: A
id: TK_2017_10 (2), answer: A, pred: A, response: A
id: TK_2017_11 (0), answer: B, pred: B, response: B
id: TK_2017_11 (1), answer: B, pred: B, response: B
id: TK_2017_11 (2), answer: B, pred: B, response: B
id: TK_2017_12 (0), answer: A, pred: B, response: B
id: TK_2017_12 (1), answer: A, pred: B, response: B: (가)-(나)-(라)-(다)
id: TK_2017_12 (2), answer: A, pred: B, response: B
id: TK_2017_13 (0), answer: B, pred: B, response: B: (나)-(다)-(라)-(가)
id: TK_2017_13 (1), answer: B, pred: B, response: B: (나)-(다)-(라)-(가)
id: TK_2017_13 (2), answer: B, pred: B, response: B: (나)-(다)-(라)-(가)
id: TK_2017_14 (0), answer: C, pred: C, response: C: (다)-(가)-(나)-(라)
id: TK_2017_14 (1), answer: C, pred: C, response: C: (다)-(가)-(나)-(라)
id: TK_2017_14 (2), answer: C, pred: C, response: C: (다)-(가)-(나)-(라)
id: TK_2017_15 (0), answer: B, pred: B, response: B: 자신의 몸을 보호하려는
id: TK_2017_15 (1), answer: B, pred: B, response: B
id: TK_2017_15 (2), answer: B, pred: B, response: B
id: TK_2017_16 (0), answer: B, pred: B, response: B
id: TK_2017_16 (1), answer: B, pred: B, response: B: 고개를 끄덕이는
id: TK_2017_16 (2), answer: B, pred: B, response: B
id: TK_2017_17 (0), answer: C, pred: C, response: C: 물건들을 집에 쌓아 두는
id: TK_2017_17 (1), answer: C, pred: C, response: C: 물건들을 집에 쌓아 두는
id: TK_2017_17 (2), answer: C, pred: C, response: C: 물건들을 집에 쌓아 두는
id: TK_2017_18 (0), answer: B, pred: B, response: B: 게다가
id: TK_2017_18 (1), answer: B, pred: B, response: B: 게다가
id: TK_2017_18 (2), answer: B, pred: B, response: B: 게다가
id: TK_2017_19 (0), answer: A, pred: A, response: A
id: TK_2017_19 (1), answer: A, pred: A, response: A
id: TK_2017_19 (2), answer: A, pred: A, response: A
id: TK_2017_20 (0), answer: D, pred: D, response: D: 앞뒤를 가리지 않고
id: TK_2017_20 (1), answer: D, pred: D, response: D: 앞뒤를 가리지 않고
id: TK_2017_20 (2), answer: D, pred: D, response: D: 앞뒤를 가리지 않고
id: TK_2017_21 (0), answer: D, pred: D, response: D
id: TK_2017_21 (1), answer: D, pred: D, response: D
id: TK_2017_21 (2), answer: D, pred: D, response: D
id: TK_2017_22 (0), answer: C, pred: C, response: C: 후회스럽다
id: TK_2017_22 (1), answer: C, pred: C, response: C: 후회스럽다
id: TK_2017_22 (2), answer: C, pred: C, response: C: 후회스럽다
id: TK_2017_23 (0), answer: B, pred: B, response: B
id: TK_2017_23 (1), answer: B, pred: B, response: B
id: TK_2017_23 (2), answer: B, pred: B, response: B
id: TK_2017_24 (0), answer: A, pred: A, response: A
id: TK_2017_24 (1), answer: A, pred: A, response: A
id: TK_2017_24 (2), answer: A, pred: A, response: A
id: TK_2017_25 (0), answer: C, pred: C, response: C
id: TK_2017_25 (1), answer: C, pred: C, response: C
id: TK_2017_25 (2), answer: C, pred: C, response: C
id: TK_2017_26 (0), answer: D, pred: D, response: D
id: TK_2017_26 (1), answer: D, pred: D, response: D
id: TK_2017_26 (2), answer: D, pred: D, response: D
id: TK_2017_27 (0), answer: C, pred: C, response: C
id: TK_2017_27 (1), answer: C, pred: C, response: C
id: TK_2017_27 (2), answer: C, pred: C, response: C
id: TK_2017_28 (0), answer: B, pred: B, response: B
id: TK_2017_28 (1), answer: B, pred: B, response: B
id: TK_2017_28 (2), answer: B, pred: B, response: B
id: TK_2017_29 (0), answer: C, pred: C, response: C: 움직이지 못하기
id: TK_2017_29 (1), answer: C, pred: C, response: C: 움직이지 못하기
id: TK_2017_29 (2), answer: C, pred: C, response: C
id: TK_2017_30 (0), answer: D, pred: D, response: D
id: TK_2017_30 (1), answer: D, pred: D, response: D
id: TK_2017_30 (2), answer: D, pred: D, response: D
id: TK_2017_31 (0), answer: A, pred: A, response: A
id: TK_2017_31 (1), answer: A, pred: A, response: A
id: TK_2017_31 (2), answer: A, pred: A, response: A
id: TK_2017_32 (0), answer: C, pred: C, response: C
id: TK_2017_32 (1), answer: C, pred: C, response: C
id: TK_2017_32 (2), answer: C, pred: C, response: C
id: TK_2017_33 (0), answer: D, pred: D, response: D
id: TK_2017_33 (1), answer: D, pred: D, response: D
id: TK_2017_33 (2), answer: D, pred: D, response: D
id: TK_2017_34 (0), answer: D, pred: D, response: D
id: TK_2017_34 (1), answer: D, pred: D, response: D
id: TK_2017_34 (2), answer: D, pred: D, response: D
id: TK_2017_35 (0), answer: B, pred: B, response: B
id: TK_2017_35 (1), answer: B, pred: B, response: B
id: TK_2017_35 (2), answer: B, pred: B, response: B
id: TK_2017_36 (0), answer: C, pred: C, response: C
id: TK_2017_36 (1), answer: C, pred: C, response: C
id: TK_2017_36 (2), answer: C, pred: C, response: C
id: TK_2017_37 (0), answer: A, pred: A, response: A
id: TK_2017_37 (1), answer: A, pred: A, response: A
id: TK_2017_37 (2), answer: A, pred: A, response: A
id: TK_2017_38 (0), answer: D, pred: C, response: C
id: TK_2017_38 (1), answer: D, pred: C, response: C
id: TK_2017_38 (2), answer: D, pred: C, response: C
id: TK_2017_39 (0), answer: D, pred: B, response: B: ㉡
id: TK_2017_39 (1), answer: D, pred: D, response: D
id: TK_2017_39 (2), answer: D, pred: D, response: D
id: TK_2017_40 (0), answer: C, pred: B, response: B
id: TK_2017_40 (1), answer: C, pred: C, response: C: ㉢
id: TK_2017_40 (2), answer: C, pred: C, response: C
id: TK_2017_41 (0), answer: C, pred: C, response: C: 감격스럽다
id: TK_2017_41 (1), answer: C, pred: C, response: C: 감격스럽다
id: TK_2017_41 (2), answer: C, pred: C, response: C: 감격스럽다
id: TK_2017_42 (0), answer: A, pred: A, response: A
id: TK_2017_42 (1), answer: A, pred: A, response: A
id: TK_2017_42 (2), answer: A, pred: A, response: A
id: TK_2017_43 (0), answer: C, pred: C, response: C
id: TK_2017_43 (1), answer: C, pred: C, response: C
id: TK_2017_43 (2), answer: C, pred: C, response: C
id: TK_2017_44 (0), answer: D, pred: D, response: D: 표준이라 여기는 다수만을 기준으로 하였다
id: TK_2017_44 (1), answer: D, pred: D, response: D: 표준이라 여기는 다수만을 기준으로 하였다
id: TK_2017_44 (2), answer: D, pred: D, response: D: 표준이라 여기는 다수만을 기준으로 하였다
id: TK_2017_45 (0), answer: A, pred: D, response: D
id: TK_2017_45 (1), answer: A, pred: D, response: D
id: TK_2017_45 (2), answer: A, pred: D, response: D
id: TK_2017_46 (0), answer: D, pred: D, response: D
id: TK_2017_46 (1), answer: D, pred: D, response: D
id: TK_2017_46 (2), answer: D, pred: D, response: D
id: TK_2017_47 (0), answer: D, pred: D, response: D
id: TK_2017_47 (1), answer: D, pred: D, response: D
id: TK_2017_47 (2), answer: D, pred: D, response: D
id: TK_2017_48 (0), answer: C, pred: C, response: C: 기술이 완벽하게 개발되지 않은
id: TK_2017_48 (1), answer: C, pred: C, response: C: 기술이 완벽하게 개발되지 않은
id: TK_2017_48 (2), answer: C, pred: C, response: C: 기술이 완벽하게 개발되지 않은
id: TK_2018_5 (0), answer: C, pred: C, response: C
id: TK_2018_5 (1), answer: C, pred: C, response: C
id: TK_2018_5 (2), answer: C, pred: C, response: C
id: TK_2018_6 (0), answer: D, pred: D, response: D
id: TK_2018_6 (1), answer: D, pred: D, response: D
id: TK_2018_6 (2), answer: D, pred: D, response: D
id: TK_2018_7 (0), answer: C, pred: C, response: C
id: TK_2018_7 (1), answer: C, pred: C, response: C
id: TK_2018_7 (2), answer: C, pred: C, response: C
id: TK_2018_8 (0), answer: B, pred: B, response: B
id: TK_2018_8 (1), answer: B, pred: B, response: B
id: TK_2018_8 (2), answer: B, pred: B, response: B
id: TK_2018_9 (0), answer: D, pred: D, response: D
id: TK_2018_9 (1), answer: D, pred: D, response: D
id: TK_2018_9 (2), answer: D, pred: D, response: D
id: TK_2018_10 (0), answer: A, pred: A, response: A
id: TK_2018_10 (1), answer: A, pred: A, response: A
id: TK_2018_10 (2), answer: A, pred: A, response: A
id: TK_2018_11 (0), answer: B, pred: B, response: B: (가)-(라)-(나)-(다)
id: TK_2018_11 (1), answer: B, pred: B, response: B: (가)-(라)-(나)-(다)
id: TK_2018_11 (2), answer: B, pred: B, response: B: (가)-(라)-(나)-(다)
id: TK_2018_12 (0), answer: C, pred: C, response: C: (다)-(가)-(라)-(나)
id: TK_2018_12 (1), answer: C, pred: C, response: C: (다)-(가)-(라)-(나)
id: TK_2018_12 (2), answer: C, pred: C, response: C: (다)-(가)-(라)-(나)
id: TK_2018_13 (0), answer: D, pred: D, response: D: (라)-(나)-(가)-(다)
id: TK_2018_13 (1), answer: D, pred: D, response: D: (라)-(나)-(가)-(다)
id: TK_2018_13 (2), answer: D, pred: D, response: D
id: TK_2018_14 (0), answer: A, pred: A, response: A
id: TK_2018_14 (1), answer: A, pred: A, response: A
id: TK_2018_14 (2), answer: A, pred: A, response: A
id: TK_2018_15 (0), answer: B, pred: B, response: B: 현실 속의 작고 소소한
id: TK_2018_15 (1), answer: B, pred: B, response: B: 현실 속의 작고 소소한
id: TK_2018_15 (2), answer: B, pred: B, response: B
id: TK_2018_16 (0), answer: C, pred: C, response: C
id: TK_2018_16 (1), answer: C, pred: C, response: C: 씨앗을 수집하는
id: TK_2018_16 (2), answer: C, pred: C, response: C: 씨앗을 수집하는
id: TK_2018_17 (0), answer: C, pred: C, response: C: 만약
id: TK_2018_17 (1), answer: C, pred: C, response: C: 만약
id: TK_2018_17 (2), answer: C, pred: C, response: C: 만약
id: TK_2018_18 (0), answer: C, pred: C, response: C
id: TK_2018_18 (1), answer: C, pred: C, response: C
id: TK_2018_18 (2), answer: C, pred: C, response: C
id: TK_2018_19 (0), answer: D, pred: D, response: D: 열을 올린다
id: TK_2018_19 (1), answer: D, pred: D, response: D: 열을 올린다
id: TK_2018_19 (2), answer: D, pred: D, response: D: 열을 올린다
id: TK_2018_20 (0), answer: C, pred: C, response: C
id: TK_2018_20 (1), answer: C, pred: C, response: C
id: TK_2018_20 (2), answer: C, pred: C, response: C
id: TK_2018_21 (0), answer: D, pred: D, response: D: 죄송스럽다
id: TK_2018_21 (1), answer: D, pred: D, response: D: 죄송스럽다
id: TK_2018_21 (2), answer: D, pred: D, response: D: 죄송스럽다
id: TK_2018_22 (0), answer: B, pred: B, response: B
id: TK_2018_22 (1), answer: B, pred: B, response: B
id: TK_2018_22 (2), answer: B, pred: B, response: B
id: TK_2018_23 (0), answer: A, pred: A, response: A
id: TK_2018_23 (1), answer: A, pred: A, response: A
id: TK_2018_23 (2), answer: A, pred: A, response: A
id: TK_2018_24 (0), answer: C, pred: C, response: C
id: TK_2018_24 (1), answer: C, pred: C, response: C
id: TK_2018_24 (2), answer: C, pred: C, response: C
id: TK_2018_25 (0), answer: B, pred: B, response: B
id: TK_2018_25 (1), answer: B, pred: B, response: B
id: TK_2018_25 (2), answer: B, pred: B, response: B
id: TK_2018_26 (0), answer: B, pred: B, response: B: 수업에 보다 집중할
id: TK_2018_26 (1), answer: B, pred: B, response: B: 수업에 보다 집중할
id: TK_2018_26 (2), answer: B, pred: B, response: B: 수업에 보다 집중할
id: TK_2018_27 (0), answer: D, pred: D, response: D
id: TK_2018_27 (1), answer: D, pred: D, response: D
id: TK_2018_27 (2), answer: D, pred: D, response: D
id: TK_2018_28 (0), answer: B, pred: B, response: B
id: TK_2018_28 (1), answer: B, pred: B, response: B
id: TK_2018_28 (2), answer: B, pred: B, response: B
id: TK_2018_29 (0), answer: A, pred: A, response: A: 기호가 만들어진
id: TK_2018_29 (1), answer: A, pred: A, response: A: 기호가 만들어진
id: TK_2018_29 (2), answer: A, pred: A, response: A: 기호가 만들어진
id: TK_2018_30 (0), answer: C, pred: C, response: C
id: TK_2018_30 (1), answer: C, pred: C, response: C
id: TK_2018_30 (2), answer: C, pred: C, response: C
id: TK_2018_31 (0), answer: C, pred: C, response: C
id: TK_2018_31 (1), answer: C, pred: C, response: C
id: TK_2018_31 (2), answer: C, pred: C, response: C
id: TK_2018_32 (0), answer: A, pred: A, response: A
id: TK_2018_32 (1), answer: A, pred: A, response: A
id: TK_2018_32 (2), answer: A, pred: A, response: A
id: TK_2018_33 (0), answer: C, pred: C, response: C
id: TK_2018_33 (1), answer: C, pred: C, response: C
id: TK_2018_33 (2), answer: C, pred: C, response: C
id: TK_2018_34 (0), answer: B, pred: B, response: B
id: TK_2018_34 (1), answer: B, pred: B, response: B
id: TK_2018_34 (2), answer: B, pred: B, response: B
id: TK_2018_35 (0), answer: D, pred: D, response: D
id: TK_2018_35 (1), answer: D, pred: D, response: D
id: TK_2018_35 (2), answer: D, pred: D, response: D
id: TK_2018_36 (0), answer: D, pred: D, response: D
id: TK_2018_36 (1), answer: D, pred: D, response: D
id: TK_2018_36 (2), answer: D, pred: D, response: D
id: TK_2018_37 (0), answer: A, pred: A, response: A
id: TK_2018_37 (1), answer: A, pred: A, response: A: ㉠
id: TK_2018_37 (2), answer: A, pred: A, response: A: ㉠
id: TK_2018_38 (0), answer: B, pred: B, response: B: ㉡
id: TK_2018_38 (1), answer: B, pred: B, response: B: ㉡
id: TK_2018_38 (2), answer: B, pred: B, response: B
id: TK_2018_39 (0), answer: D, pred: C, response: C
id: TK_2018_39 (1), answer: D, pred: C, response: C
id: TK_2018_39 (2), answer: D, pred: C, response: C
id: TK_2018_40 (0), answer: B, pred: B, response: B: 서운하다
id: TK_2018_40 (1), answer: B, pred: B, response: B: 서운하다
id: TK_2018_40 (2), answer: B, pred: B, response: B: 서운하다
id: TK_2018_41 (0), answer: D, pred: D, response: D
id: TK_2018_41 (1), answer: D, pred: D, response: D
id: TK_2018_41 (2), answer: D, pred: D, response: D
id: TK_2018_42 (0), answer: D, pred: D, response: D
id: TK_2018_42 (1), answer: D, pred: D, response: D
id: TK_2018_42 (2), answer: D, pred: D, response: D
id: TK_2018_43 (0), answer: B, pred: B, response: B: 무턱대고 일을 미루는
id: TK_2018_43 (1), answer: B, pred: B, response: B: 무턱대고 일을 미루는
id: TK_2018_43 (2), answer: B, pred: B, response: B: 무턱대고 일을 미루는
id: TK_2018_44 (0), answer: A, pred: C, response: C: ㉢
id: TK_2018_44 (1), answer: A, pred: C, response: C: ㉢
id: TK_2018_44 (2), answer: A, pred: C, response: C: ㉢
id: TK_2018_45 (0), answer: D, pred: A, response: A
id: TK_2018_45 (1), answer: D, pred: A, response: A
id: TK_2018_45 (2), answer: D, pred: A, response: A
id: TK_2018_46 (0), answer: B, pred: B, response: B
id: TK_2018_46 (1), answer: B, pred: B, response: B
id: TK_2018_46 (2), answer: B, pred: B, response: B
id: TK_2018_47 (0), answer: A, pred: A, response: A: 일정한 제약을 두려는
id: TK_2018_47 (1), answer: A, pred: A, response: A: 일정한 제약을 두려는
id: TK_2018_47 (2), answer: A, pred: A, response: A: 일정한 제약을 두려는
id: TK_2018_48 (0), answer: D, pred: D, response: D
id: TK_2018_48 (1), answer: D, pred: D, response: D
id: TK_2018_48 (2), answer: D, pred: D, response: D
id: TK_2019_5 (0), answer: A, pred: A, response: A
id: TK_2019_5 (1), answer: A, pred: A, response: A
id: TK_2019_5 (2), answer: A, pred: A, response: A
id: TK_2019_6 (0), answer: B, pred: B, response: B
id: TK_2019_6 (1), answer: B, pred: B, response: B
id: TK_2019_6 (2), answer: B, pred: B, response: B
id: TK_2019_7 (0), answer: D, pred: D, response: D
id: TK_2019_7 (1), answer: D, pred: D, response: D
id: TK_2019_7 (2), answer: D, pred: D, response: D
id: TK_2019_8 (0), answer: A, pred: A, response: A
id: TK_2019_8 (1), answer: A, pred: A, response: A
id: TK_2019_8 (2), answer: A, pred: A, response: A
id: TK_2019_9 (0), answer: B, pred: B, response: B
id: TK_2019_9 (1), answer: B, pred: B, response: B
id: TK_2019_9 (2), answer: B, pred: B, response: B
id: TK_2019_10 (0), answer: A, pred: A, response: A
id: TK_2019_10 (1), answer: A, pred: A, response: A
id: TK_2019_10 (2), answer: A, pred: A, response: A
id: TK_2019_11 (0), answer: C, pred: C, response: C
id: TK_2019_11 (1), answer: C, pred: C, response: C
id: TK_2019_11 (2), answer: C, pred: C, response: C
id: TK_2019_12 (0), answer: A, pred: A, response: A: (가)-(다)-(나)-(라)
id: TK_2019_12 (1), answer: A, pred: A, response: A: (가)-(다)-(나)-(라)
id: TK_2019_12 (2), answer: A, pred: A, response: A: (가)-(다)-(나)-(라)
id: TK_2019_13 (0), answer: C, pred: C, response: C: (라) - (가) - (나) - (다)
id: TK_2019_13 (1), answer: C, pred: C, response: C: (라) - (가) - (나) - (다)
id: TK_2019_13 (2), answer: C, pred: C, response: C: (라) - (가) - (나) - (다)
id: TK_2019_14 (0), answer: C, pred: B, response: B: (나)-(라)-(가)-(다)
id: TK_2019_14 (1), answer: C, pred: C, response: C: (라)-(가)-(다)-(나)
id: TK_2019_14 (2), answer: C, pred: C, response: C: (라)-(가)-(다)-(나)
id: TK_2019_15 (0), answer: D, pred: D, response: D
id: TK_2019_15 (1), answer: D, pred: D, response: D
id: TK_2019_15 (2), answer: D, pred: D, response: D
id: TK_2019_16 (0), answer: B, pred: B, response: B: 식품을 저렴하게 살 수 있어서
id: TK_2019_16 (1), answer: B, pred: B, response: B
id: TK_2019_16 (2), answer: B, pred: B, response: B
id: TK_2019_17 (0), answer: D, pred: D, response: D
id: TK_2019_17 (1), answer: D, pred: D, response: D
id: TK_2019_17 (2), answer: D, pred: D, response: D
id: TK_2019_18 (0), answer: C, pred: C, response: C: 게다가
id: TK_2019_18 (1), answer: C, pred: C, response: C: 게다가
id: TK_2019_18 (2), answer: C, pred: C, response: C: 게다가
id: TK_2019_19 (0), answer: C, pred: C, response: C
id: TK_2019_19 (1), answer: C, pred: C, response: C
id: TK_2019_19 (2), answer: C, pred: C, response: C
id: TK_2019_20 (0), answer: B, pred: B, response: B: 진땀을 흘려
id: TK_2019_20 (1), answer: B, pred: B, response: B: 진땀을 흘려
id: TK_2019_20 (2), answer: B, pred: B, response: B: 진땀을 흘려
id: TK_2019_21 (0), answer: C, pred: C, response: C
id: TK_2019_21 (1), answer: C, pred: C, response: C
id: TK_2019_21 (2), answer: C, pred: C, response: C
id: TK_2019_22 (0), answer: A, pred: A, response: A: 걱정스럽다
id: TK_2019_22 (1), answer: A, pred: A, response: A: 걱정스럽다
id: TK_2019_22 (2), answer: A, pred: A, response: A
id: TK_2019_23 (0), answer: B, pred: B, response: B
id: TK_2019_23 (1), answer: B, pred: B, response: B
id: TK_2019_23 (2), answer: B, pred: B, response: B
id: TK_2019_24 (0), answer: A, pred: A, response: A
id: TK_2019_24 (1), answer: A, pred: A, response: A
id: TK_2019_24 (2), answer: A, pred: A, response: A
id: TK_2019_25 (0), answer: D, pred: D, response: D
id: TK_2019_25 (1), answer: D, pred: D, response: D
id: TK_2019_25 (2), answer: D, pred: D, response: D
id: TK_2019_26 (0), answer: C, pred: C, response: C
id: TK_2019_26 (1), answer: C, pred: C, response: C
id: TK_2019_26 (2), answer: C, pred: C, response: C
id: TK_2019_27 (0), answer: D, pred: D, response: D
id: TK_2019_27 (1), answer: D, pred: D, response: D
id: TK_2019_27 (2), answer: D, pred: D, response: D: 실천 가능한 계획을 세울 수 있기
id: TK_2019_28 (0), answer: D, pred: D, response: D
id: TK_2019_28 (1), answer: D, pred: D, response: D
id: TK_2019_28 (2), answer: D, pred: D, response: D
id: TK_2019_29 (0), answer: B, pred: B, response: B: 취재 경계선이 무너지는
id: TK_2019_29 (1), answer: B, pred: B, response: B: 취재 경계선이 무너지는
id: TK_2019_29 (2), answer: B, pred: B, response: B: 취재 경계선이 무너지는
id: TK_2019_30 (0), answer: A, pred: A, response: A: 환자가 약값을 조금 더 내게
id: TK_2019_30 (1), answer: A, pred: A, response: A: 환자가 약값을 조금 더 내게
id: TK_2019_30 (2), answer: A, pred: A, response: A: 환자가 약값을 조금 더 내게
